,don_id,date,ppe,qty,don_req_id
1389,don756,2020-05-13 21:43:20.748000+00:00,disinfectingWipes,20.0,755
1390,don756,2020-05-13 21:43:20.748000+00:00,handSanitizer,20.0,756
1391,don757,2020-05-13 22:40:10.364000+00:00,faceShields,20.0,757
1392,don758,2020-05-13 22:44:51.143000+00:00,faceShields,20.0,758
1252,don759,2020-05-14 00:24:50.500000+00:00,faceShields,35.0,759
1255,don761,2020-05-14 02:08:10.367000+00:00,respirators,20.0,760
1096,don761,2020-05-14 02:08:10.367000+00:00,surgicalMasks,140.0,761
1099,don762,2020-05-14 02:18:04.538000+00:00,handmadeMasks,25.0,762
1098,don764,2020-05-14 03:38:20.451000+00:00,surgicalMasks,70.0,763
1097,don764,2020-05-14 03:38:20.451000+00:00,respirators,22.0,764
894,don765,2020-05-14 11:22:27.742000+00:00,respirators,20.0,765
897,don766,2020-05-14 13:09:23.930000+00:00,coveralls,50.0,766
895,don767,2020-05-14 14:31:11.566000+00:00,faceShields,600.0,767
893,don768,2020-05-14 15:18:06.546000+00:00,gowns,4400.0,768
727,don771,2020-05-14 16:03:01.224000+00:00,coveralls,15.0,769
728,don771,2020-05-14 16:03:01.224000+00:00,handSanitizer,1.0,770
729,don771,2020-05-14 16:03:01.224000+00:00,handmadeMasks,150.0,771
567,don772,2020-05-14 16:50:58.091000+00:00,faceShields,500.0,772
568,don774,2020-05-14 17:31:52.594000+00:00,surgicalCaps,20.0,773
570,don774,2020-05-14 17:31:52.594000+00:00,nitrileGloves,100.0,774
569,don776,2020-05-14 17:32:41.643000+00:00,respirators,20.0,775
566,don776,2020-05-14 17:32:41.643000+00:00,surgicalMasks,120.0,776
424,don777,2020-05-14 19:52:34.220000+00:00,faceShields,500.0,777
423,don778,2020-05-14 19:56:28.271000+00:00,surgicalMasks,160.0,778
425,don779,2020-05-15 06:01:36.083000+00:00,handmadeMasks,20.0,779
426,don780,2020-05-15 06:41:40.588000+00:00,faceShields,10000.0,780
288,don781,2020-05-15 08:29:26.919000+00:00,faceShields,100.0,781
289,don782,2020-05-15 16:58:00.374000+00:00,handmadeMasks,40.0,782
291,don783,2020-05-15 22:27:45.467000+00:00,handmadeMasks,30.0,783
290,don784,2020-05-16 00:29:49.288000+00:00,faceShields,200.0,784
158,don785,2020-05-16 06:09:39.307000+00:00,respirators,126600.0,785
160,don786,2020-05-16 16:25:24.744000+00:00,respirators,50000.0,786
157,don787,2020-05-16 17:41:22.854000+00:00,surgicalMasks,3000.0,787
159,don788,2020-05-16 18:03:19.775000+00:00,handmadeMasks,50.0,788
1596,don789,2020-05-16 19:15:35.627000+00:00,disposableBooties,500.0,789
1595,don790,2020-05-16 22:42:31.846000+00:00,faceShields,100.0,790
1597,don792,2020-05-17 15:11:38.682000+00:00,surgicalMasks,400.0,791
1594,don792,2020-05-17 15:11:38.682000+00:00,handSanitizer,3.0,792
1593,don793,2020-05-17 18:50:28.376000+00:00,handmadeMasks,27.0,793
1459,don794,2020-05-17 20:26:33.208000+00:00,faceShields,100.0,794
1458,don795,2020-05-18 19:20:53.903000+00:00,respirators,2500.0,795
230,don797,2020-05-18 20:01:25.144000+00:00,surgicalMasks,200.0,796
369,don797,2020-05-18 20:01:25.144000+00:00,respirators,200.0,797
103,don800,2020-05-19 00:25:49.033000+00:00,coveralls,25.0,798
231,don800,2020-05-19 00:25:49.033000+00:00,disposableBooties,200.0,799
232,don800,2020-05-19 00:25:49.033000+00:00,gowns,300.0,800
1533,don801,2020-05-20 00:03:27.776000+00:00,surgicalMasks,2500.0,801
1534,don802,2020-05-20 03:21:45.550000+00:00,surgicalMasks,1500.0,802
1532,don803,2020-05-20 14:34:34.963000+00:00,handmadeMasks,250.0,803
1401,don804,2020-05-20 16:43:57.608000+00:00,gowns,24.0,804
1400,don805,2020-05-20 21:20:47.310000+00:00,handmadeMasks,20.0,805
1398,don806,2020-05-20 22:30:52.140000+00:00,surgicalMasks,980.0,806
1399,don807,2020-05-21 01:44:59.891000+00:00,handmadeMasks,100.0,807
1402,don808,2020-05-21 18:54:20.621000+00:00,faceShields,1000.0,808
1261,don809,2020-05-21 21:04:53.401000+00:00,handmadeMasks,50.0,809
1260,don811,2020-05-21 22:05:55.690000+00:00,respirators,1000.0,810
1259,don811,2020-05-21 22:05:55.690000+00:00,surgicalMasks,1000.0,811
1257,don814,2020-05-22 01:05:52.392000+00:00,surgicalMasks,500.0,812
1102,don814,2020-05-22 01:05:52.392000+00:00,handmadeMasks,80.0,813
1258,don814,2020-05-22 01:05:52.392000+00:00,nitrileGloves,10.0,814
1104,don815,2020-05-22 07:38:09.981000+00:00,faceShields,300.0,815
1103,don816,2020-05-22 16:05:54.207000+00:00,nitrileGloves,2.0,816
945,don817,2020-05-22 19:21:06.727000+00:00,surgicalMasks,500.0,817
943,don818,2020-05-22 20:25:26.990000+00:00,faceShields,56.0,818
944,don819,2020-05-22 21:21:06.677000+00:00,nitrileGloves,100.0,819
779,don820,2020-05-23 06:05:23.163000+00:00,surgicalMasks,50000.0,820
778,don824,2020-05-23 11:47:36.411000+00:00,disinfectingWipes,20.0,821
777,don824,2020-05-23 11:47:36.411000+00:00,gowns,50.0,822
776,don824,2020-05-23 11:47:36.411000+00:00,respirators,300.0,823
775,don824,2020-05-23 11:47:36.411000+00:00,thermometers,5.0,824
619,don825,2020-05-23 21:49:24.695000+00:00,handSanitizer,59.0,825
620,don826,2020-05-24 17:59:33.978000+00:00,faceShields,57.0,826
617,don827,2020-05-25 13:01:14.280000+00:00,faceShields,52.0,827
618,don828,2020-05-25 15:21:59.088000+00:00,faceShields,3.0,828
471,don829,2020-05-25 15:59:16.183000+00:00,faceShields,50.0,829
473,don830,2020-05-25 18:18:12.148000+00:00,surgicalMasks,3000.0,830
332,don835,2020-05-25 19:05:33.242000+00:00,nitrileGloves,1000.0,831
335,don835,2020-05-25 19:05:33.242000+00:00,coveralls,60.0,832
474,don835,2020-05-25 19:05:33.242000+00:00,respirators,150.0,833
333,don835,2020-05-25 19:05:33.242000+00:00,safetyGoggles,15.0,834
472,don835,2020-05-25 19:05:33.242000+00:00,surgicalMasks,100.0,835
334,don836,2020-05-25 21:40:14.611000+00:00,faceShields,60.0,836
331,don837,2020-05-26 00:33:37.407000+00:00,safetyGlasses,2000.0,837
196,don839,2020-05-26 03:56:48.229000+00:00,respirators,420.0,838
195,don839,2020-05-26 03:56:48.229000+00:00,nitrileGloves,500.0,839
70,don842,2020-05-26 20:33:57.475000+00:00,gowns,50000.0,840
69,don842,2020-05-26 20:33:57.475000+00:00,respirators,40000.0,841
68,don842,2020-05-26 20:33:57.475000+00:00,surgicalMasks,18000.0,842
71,don843,2020-05-26 20:58:51.583000+00:00,handmadeMasks,1000.0,843
1505,don844,2020-05-26 21:32:58.518000+00:00,faceShields,10000.0,844
1503,don845,2020-05-26 23:12:40.661000+00:00,faceShields,24.0,845
1504,don846,2020-05-27 01:40:58+00:00,bodyBags,10.0,846
1501,don847,2020-05-27 04:58:29.165000+00:00,faceShields,50.0,847
1372,don849,2020-05-27 16:13:59.886000+00:00,handmadeMasks,300.0,848
1502,don849,2020-05-27 16:13:59.886000+00:00,faceShields,200.0,849
1371,don850,2020-05-27 21:13:51.256000+00:00,faceShields,498.0,850
1373,don851,2020-05-28 16:20:18.093000+00:00,respirators,200.0,851
1237,don852,2020-05-29 02:20:37.302000+00:00,surgicalMasks,250.0,852
1234,don853,2020-05-29 17:18:12.847000+00:00,surgicalCaps,2500.0,853
1236,don854,2020-05-30 19:19:51.578000+00:00,handmadeMasks,100.0,854
1078,don855,2020-06-02 21:12:16.687000+00:00,faceShields,112.0,855
921,don856,2020-06-03 19:18:52.972000+00:00,faceShields,1000.0,856
920,don857,2020-06-03 21:44:45.489000+00:00,faceShields,150.0,857
922,don859,2020-06-03 23:18:45.541000+00:00,faceShields,1000.0,858
923,don859,2020-06-03 23:18:45.541000+00:00,faceShields,2000.0,859
750,don860,2020-06-05 01:51:56.685000+00:00,respirators,25.0,860
749,don861,2020-06-05 17:54:08.733000+00:00,faceShields,498.0,861
748,don862,2020-06-05 21:41:53.392000+00:00,handmadeMasks,500.0,862
747,don863,2020-06-05 21:43:39.942000+00:00,handmadeMasks,200.0,863
593,don864,2020-06-06 20:10:23.362000+00:00,surgicalMasks,2000.0,864
591,don865,2020-06-08 02:39:12.190000+00:00,handmadeMasks,100.0,865
447,don866,2020-06-08 16:45:40.764000+00:00,faceShields,800.0,866
446,don867,2020-06-08 19:00:05.348000+00:00,respirators,1000.0,867
449,don868,2020-06-09 00:06:15.459000+00:00,respirators,10000.0,868
309,don869,2020-06-09 10:56:03.379000+00:00,respirators,900.0,869
310,don871,2020-06-09 15:19:12.582000+00:00,respirators,20.0,870
306,don871,2020-06-09 15:19:12.582000+00:00,faceShields,263.0,871
308,don872,2020-06-09 18:41:15.613000+00:00,handSanitizer,600.0,872
307,don873,2020-06-09 20:38:22.041000+00:00,faceShields,40.0,873
1687,don874,2020-06-09 20:45:36.469000+00:00,handmadeMasks,500.0,874
1673,don875,2020-06-09 22:50:47.546000+00:00,faceShields,20.0,875
1668,don876,2020-06-10 13:52:33.108000+00:00,faceShields,106.0,876
1636,don877,2020-06-10 14:25:40.283000+00:00,handmadeMasks,500.0,877
1709,don878,2020-06-10 19:40:23.107000+00:00,handmadeMasks,33.0,878
47,don879,2020-06-11 16:43:52.745000+00:00,disposableBooties,100.0,879
46,don880,2020-06-11 18:42:05.974000+00:00,disposableBooties,1000.0,880
1664,don881,2020-06-11 18:44:59.389000+00:00,faceShields,20000.0,881
1691,don882,2020-06-11 19:22:19.939000+00:00,faceShields,50000.0,882
1698,don883,2020-06-12 00:14:54.468000+00:00,coveralls,1.0,883
1707,don884,2020-06-12 15:43:25.760000+00:00,handmadeMasks,226.0,884
1671,don885,2020-06-12 18:42:34.785000+00:00,respirators,40000000.0,885
7,don886,2020-06-12 19:37:32.454000+00:00,handmadeMasks,25.0,886
1632,don889,2020-06-13 00:29:26.188000+00:00,faceShields,5000.0,887
6,don889,2020-06-13 00:29:26.188000+00:00,respirators,1000.0,888
5,don889,2020-06-13 00:29:26.188000+00:00,faceShields,5000.0,889
50,don890,2020-06-14 20:09:53.170000+00:00,surgicalMasks,20000.0,890
1670,don891,2020-06-15 07:23:05.223000+00:00,surgicalMasks,1000.0,891
11,don892,2020-06-15 12:26:47.622000+00:00,faceShields,200.0,892
1713,don894,2020-06-15 15:42:34.930000+00:00,gowns,100.0,893
1694,don894,2020-06-15 15:42:34.930000+00:00,faceShields,100.0,894
44,don895,2020-06-15 23:41:06.940000+00:00,surgicalMasks,2300.0,895
1717,don896,2020-06-16 07:19:38.470000+00:00,surgicalMasks,50.0,896
1719,don899,2020-06-16 15:04:42.951000+00:00,respirators,2500.0,897
1676,don899,2020-06-16 15:04:42.951000+00:00,coveralls,1500.0,898
1718,don899,2020-06-16 15:04:42.951000+00:00,surgicalMasks,20000.0,899
1638,don900,2020-06-16 17:14:41.755000+00:00,faceShields,36.0,900
1637,don901,2020-06-16 20:00:52.173000+00:00,handmadeMasks,100.0,901
1678,don902,2020-06-16 20:08:31.054000+00:00,surgicalMasks,60.0,902
1714,don903,2020-06-17 17:15:51.479000+00:00,disinfectingWipes,10.0,903
43,don904,2020-06-18 15:56:13.521000+00:00,faceShields,500.0,904
1677,don905,2020-06-19 17:41:18.590000+00:00,handmadeMasks,40.0,905
12,don906,2020-06-20 14:59:56.956000+00:00,respirators,800.0,906
1635,don907,2020-06-21 19:14:09.205000+00:00,handmadeMasks,100.0,907
1675,don908,2020-06-22 17:17:37.872000+00:00,surgicalMasks,600.0,908
8,don909,2020-06-23 18:00:31.285000+00:00,faceShields,2.0,909
1696,don910,2020-06-23 21:01:29.133000+00:00,gowns,12000.0,910
1697,don911,2020-06-24 19:22:03.959000+00:00,faceShields,200.0,911
22,don912,2020-06-25 11:35:28.213000+00:00,faceShields,100.0,912
0,don913,2020-06-26 04:29:48.845000+00:00,surgicalMasks,280.0,913
1699,don914,2020-06-26 14:02:47.643000+00:00,respirators,1080.0,914
1,don915,2020-06-26 14:39:10.320000+00:00,surgicalMasks,2500.0,915
1672,don916,2020-06-27 18:44:48.581000+00:00,surgicalMasks,10000.0,916
58,don917,2020-06-28 16:59:53.722000+00:00,surgicalMasks,20000.0,917
1651,don918,2020-06-29 02:52:19.974000+00:00,handmadeMasks,50.0,918
1661,don919,2020-06-30 03:40:10.639000+00:00,faceShields,5.0,919
24,don920,2020-06-30 19:34:47.936000+00:00,handmadeMasks,10.0,920
29,don921,2020-07-01 01:51:12.174000+00:00,handmadeMasks,1000.0,921
1659,don922,2020-07-01 04:52:31.037000+00:00,handmadeMasks,50.0,922
1712,don923,2020-07-01 05:21:47.026000+00:00,surgicalMasks,50.0,923
1663,don924,2020-07-01 17:16:57.020000+00:00,handmadeMasks,20.0,924
1705,don925,2020-07-02 06:39:38.200000+00:00,respirators,3.0,925
52,don926,2020-07-02 13:02:36.635000+00:00,surgicalMasks,1000.0,926
1689,don927,2020-07-02 17:49:35.239000+00:00,handmadeMasks,10.0,927
25,don928,2020-07-03 00:18:27.831000+00:00,handmadeMasks,12.0,928
57,don929,2020-07-03 07:40:55.502000+00:00,handmadeMasks,400000.0,929
1711,don930,2020-07-03 21:38:54.525000+00:00,respirators,5.0,930
1720,don931,2020-07-04 01:02:11.305000+00:00,handmadeMasks,100.0,931
1710,don932,2020-07-04 01:48:05.821000+00:00,surgicalMasks,2000.0,932
1681,don933,2020-07-04 23:53:50.670000+00:00,handmadeMasks,10.0,933
1685,don934,2020-07-05 18:55:42.911000+00:00,faceShields,30.0,934
1684,don937,2020-07-05 20:13:35.364000+00:00,respirators,20.0,935
1683,don937,2020-07-05 20:13:35.364000+00:00,surgicalMasks,30.0,936
45,don937,2020-07-05 20:13:35.364000+00:00,disinfectingWipes,10.0,937
51,don938,2020-07-06 07:58:21.363000+00:00,handmadeMasks,24.0,938
1680,don939,2020-07-07 00:52:46.288000+00:00,handmadeMasks,10.0,939
1642,don940,2020-07-07 02:27:02.127000+00:00,faceShields,25.0,940
1715,don941,2020-07-07 15:07:44.556000+00:00,surgicalMasks,1000.0,941
1716,don942,2020-07-07 15:57:38.288000+00:00,handmadeMasks,25.0,942
3,don943,2020-07-07 16:06:20.666000+00:00,coveralls,10.0,943
1631,don944,2020-07-08 02:09:36.879000+00:00,surgicalMasks,200.0,944
1665,don945,2020-07-08 17:55:33.669000+00:00,faceShields,2000.0,945
1674,don947,2020-07-08 18:14:52.349000+00:00,surgicalMasks,50.0,946
1666,don947,2020-07-08 18:14:52.349000+00:00,respirators,40.0,947
1660,don948,2020-07-08 19:33:50.390000+00:00,handmadeMasks,25.0,948
56,don949,2020-07-08 21:25:25.528000+00:00,surgicalMasks,1000.0,949
27,don950,2020-07-08 22:50:12.906000+00:00,surgicalMasks,450.0,950
1701,don951,2020-07-09 00:35:54.380000+00:00,handmadeMasks,30.0,951
4,don952,2020-07-09 16:08:30.471000+00:00,handmadeMasks,15.0,952
1657,don953,2020-07-09 21:44:45.158000+00:00,handmadeMasks,281.0,953
26,don954,2020-07-09 23:44:36.866000+00:00,handmadeMasks,4987.0,954
1654,don955,2020-07-10 00:42:21.733000+00:00,respirators,5.0,955
1656,don957,2020-07-10 03:25:28.998000+00:00,surgicalMasks,20.0,956
1652,don957,2020-07-10 03:25:28.998000+00:00,coveralls,5.0,957
1639,don958,2020-07-10 03:59:11.144000+00:00,handmadeMasks,40.0,958
1640,don959,2020-07-10 10:59:19.574000+00:00,nitrileGloves,4000.0,959
1641,don960,2020-07-10 18:17:27.935000+00:00,faceShields,1000.0,960
10,don961,2020-07-11 02:53:46.422000+00:00,handmadeMasks,30.0,961
59,don962,2020-07-11 21:44:34.636000+00:00,handSanitizer,3.0,962
1706,don963,2020-07-12 17:51:43.377000+00:00,handmadeMasks,15.0,963
28,don964,2020-07-13 16:56:58.763000+00:00,surgicalMasks,2000000.0,964
55,don965,2020-07-14 04:06:52.827000+00:00,handmadeMasks,35.0,965
1643,don966,2020-07-14 05:06:19.877000+00:00,faceShields,30.0,966
48,don967,2020-07-14 16:17:09.725000+00:00,handmadeMasks,100.0,967
1692,don968,2020-07-14 18:40:08.102000+00:00,faceShields,200000.0,968
53,don969,2020-07-14 19:59:43.832000+00:00,disinfectingWipes,5.0,969
1679,don970,2020-07-16 01:51:49.071000+00:00,faceShields,200.0,970
1682,don971,2020-07-16 18:07:19.115000+00:00,gowns,100000.0,971
30,don972,2020-07-16 19:26:22.695000+00:00,handmadeMasks,200.0,972
49,don984,2020-07-16 21:54:54.098000+00:00,thermometers,8000000.0,973
34,don984,2020-07-16 21:54:54.098000+00:00,safetyGoggles,1000000000.0,974
41,don984,2020-07-16 21:54:54.098000+00:00,surgicalMasks,200000000.0,975
39,don984,2020-07-16 21:54:54.098000+00:00,faceShields,2000000000.0,976
31,don984,2020-07-16 21:54:54.098000+00:00,disinfectingWipes,1000000000.0,977
38,don984,2020-07-16 21:54:54.098000+00:00,gowns,2000000000.0,978
37,don984,2020-07-16 21:54:54.098000+00:00,nitrileGloves,2000000000.0,979
36,don984,2020-07-16 21:54:54.098000+00:00,safetyGlasses,1000000000.0,980
32,don984,2020-07-16 21:54:54.098000+00:00,handSanitizer,100000000.0,981
33,don984,2020-07-16 21:54:54.098000+00:00,surgicalCaps,2000000000.0,982
35,don984,2020-07-16 21:54:54.098000+00:00,disposableBooties,1000000000.0,983
40,don984,2020-07-16 21:54:54.098000+00:00,respirators,200000000.0,984
21,don985,2020-07-17 15:12:09.632000+00:00,handmadeMasks,30.0,985
14,don994,2020-07-17 21:52:59.717000+00:00,thermometers,100.0,986
15,don994,2020-07-17 21:52:59.717000+00:00,gowns,5000.0,987
16,don994,2020-07-17 21:52:59.717000+00:00,disposableBooties,500.0,988
17,don994,2020-07-17 21:52:59.717000+00:00,faceShields,500.0,989
18,don994,2020-07-17 21:52:59.717000+00:00,safetyGoggles,300.0,990
19,don994,2020-07-17 21:52:59.717000+00:00,nitrileGloves,1000.0,991
20,don994,2020-07-17 21:52:59.717000+00:00,respirators,500.0,992
1658,don994,2020-07-17 21:52:59.717000+00:00,faceShields,500.0,993
13,don994,2020-07-17 21:52:59.717000+00:00,coveralls,1000.0,994
1708,don995,2020-07-18 12:11:44.881000+00:00,handmadeMasks,50.0,995
1695,don996,2020-07-20 13:41:30.347000+00:00,surgicalMasks,100000.0,996
